"s.index","lat","lon","Time","NOx","max_wind10","avg_wind10","max_wind100","avg_wind100","max_humidity","avg_humidity","max_precipitation","avg_precipitation","max_temperature","avg_temperature","min_temperature","k_precipitation","k_wind10"
0,46.1678524406651,9.8792099244699,"09 17",20.3624223602484,7.2,2.89222222222222,13,4.38875,100,78.2791666666667,7.5,0.204027777777778,26.7,17.0265277777778,4.9,9,0
0,46.1678524406651,9.8792099244699,"10 17",37.6078061911171,8,3.09758064516129,12.9,4.4260752688172,100,62.4314516129032,2.6,0.0263440860215054,26.6,16.0956989247312,5.3,2,0
0,46.1678524406651,9.8792099244699,"11 17",76.7623611111111,7.6,2.97861111111111,14.1,4.42736111111111,100,70.6111111111111,3.7,0.136805555555556,20.6,7.67916666666667,-1.7,7,0
0,46.1678524406651,9.8792099244699,"12 17",132.388243243243,7.2,3.42486559139785,10.3,4.78884408602151,100,67.5873655913979,4.9,0.197043010752688,14.2,3.08897849462366,-8.9,7,0
0,46.1678524406651,9.8792099244699,"01 18",93.5560483870968,9.6,3.40497311827957,13.3,4.6758064516129,100,73.1989247311828,4.4,0.106854838709677,17.4,6.52459677419355,-2.5,7,0
0,46.1678524406651,9.8792099244699,"02 18",53.9305135951662,8,3.04761904761905,12.1,4.74151785714286,99,65.3794642857143,1.1,0.062797619047619,16.3,3.86919642857143,-7.9,4,0
0,46.1678524406651,9.8792099244699,"03 18",37.5424528301887,7.4,2.84529569892473,11.7,4.15336021505376,100,76.1666666666667,3.3,0.248924731182796,15,7.31545698924731,-3.9,13,0
0,46.1678524406651,9.8792099244699,"04 18",19.2976323119777,7.3,2.6925,10.7,3.95916666666667,100,79.0541666666667,4.1,0.236805555555556,25.5,13.7590277777778,4.6,14,0
0,46.1678524406651,9.8792099244699,"05 18",13.5548148148148,7.1,2.70927419354839,10.5,3.8866935483871,100,83.6370967741936,6.8,0.326478494623656,26.7,17.2431451612903,8,22,0
0,46.1678524406651,9.8792099244699,"06 18",10.5612273361227,9.5,3.02652777777778,14.5,4.38555555555556,100,75.5194444444444,5.2,0.149861111111111,30,21.4622222222222,13.5,13,0
0,46.1678524406651,9.8792099244699,"07 18",10.4056756756757,8.4,3.07231182795699,12.9,4.50833333333333,100,69.4502688172043,8.4,0.0938172043010753,33.8,24.0340053763441,16.4,6,0
0,46.1678524406651,9.8792099244699,"08 18",9.97614555256065,7.9,2.68575268817204,11.3,3.85618279569892,100,75.4704301075269,4.7,0.150940860215054,34.5,23.580376344086,12.3,9,0
0,46.1678524406651,9.8792099244699,"09 18",15.8364016736402,7.8,2.855,12.6,4.09458333333333,100,77.7222222222222,4.3,0.119027777777778,30,20.3309722222222,10.6,6,0
0,46.1678524406651,9.8792099244699,"10 18",29.9672064777328,7,2.90295698924731,11.5,4.36209677419355,100,79.9838709677419,7.5,0.401612903225806,24.8,15.9891129032258,7.5,12,0
0,46.1678524406651,9.8792099244699,"11 18",53.2432545201669,6.3,2.62930555555556,10.2,4.10222222222222,100,84.8347222222222,7,0.214305555555556,20.4,10.4965277777778,1.7,14,0
0,46.1678524406651,9.8792099244699,"12 18",106.139838492598,8.4,3.28373655913978,14,4.74274193548387,100,62.6518817204301,1.9,0.0364247311827957,16.4,7.25255376344086,-0.9,2,0
0,46.1678524406651,9.8792099244699,"01 19",83.7692204301075,11.1,3.31344086021505,18.9,5.23266129032258,98,56.4139784946237,2.2,0.044489247311828,13.6,4.44368279569892,-2.7,4,0
0,46.1678524406651,9.8792099244699,"02 19",71.1464401294498,6.9,3.19479166666667,10.5,4.30654761904762,100,53.6696428571429,3.5,0.096875,21.8,8.2952380952381,-1.5,4,0
0,46.1678524406651,9.8792099244699,"03 19",28.5946091644205,9.7,3.42325268817204,15.1,5.06827956989247,100,57.9018817204301,3.3,0.0783602150537634,23.7,10.3194892473118,0.5,5,0
0,46.1678524406651,9.8792099244699,"04 19",21.876062992126,9,2.87222222222222,13.5,4.19263888888889,100,77.5875,7.7,0.415972222222222,21.5,11.6044444444444,4.2,13,0
0,46.1678524406651,9.8792099244699,"05 19",14.6668016194332,8.7,3.33736559139785,13.6,5.15860215053763,100,72.6653225806452,3.6,0.198252688172043,25.4,14.2599462365591,4.8,17,0
0,46.1678524406651,9.8792099244699,"06 19",13.5145953757225,8.7,3.23263888888889,14.7,4.76875,100,75.1708333333333,6.2,0.203333333333333,38.8,23.2168055555556,13.5,10,0
0,46.1678524406651,9.8792099244699,"07 19",14.390336749634,9.4,3.29690860215054,14.5,4.8994623655914,100,67.9153225806452,6.1,0.120161290322581,33.8,24.6802419354839,15.1,7,0
0,46.1678524406651,9.8792099244699,"08 19",13.5222222222222,9.7,2.97163978494624,14.9,4.3260752688172,100,80.0174731182796,5.4,0.234274193548387,31.7,23.1837365591398,13.2,15,0
0,46.1678524406651,9.8792099244699,"09 19",19.5108484005563,7.9,2.97444444444444,11.9,4.40013888888889,100,80.2888888888889,6,0.13,29.7,19.5323611111111,10.4,8,0
0,46.1678524406651,9.8792099244699,"10 19",32.8621582733813,8.5,2.76102150537634,12,4.11559139784946,100,80.635752688172,5.8,0.203360215053763,24.5,16.2975806451613,7.5,11,0
0,46.1678524406651,9.8792099244699,"11 19",54.800139275766,7.6,2.95361111111111,12.8,4.55763888888889,100,86.7958333333333,6.2,0.502777777777778,16,8.49875,-0.2,17,0
0,46.1678524406651,9.8792099244699,"12 19",96.8956989247312,7.2,3.40685483870968,10.4,4.5375,100,68.7150537634409,6.1,0.167204301075269,12.9,6.58131720430108,-2.2,8,0
0,46.1678524406651,9.8792099244699,"01 20",98.0645161290323,8.9,3.04811827956989,10.5,3.91451612903226,98,61.9502688172043,1.4,0.0255376344086022,15.2,5.7866935483871,-3.3,2,0
0,46.1678524406651,9.8792099244699,"02 20",45.5806916426513,9,3.49066091954023,15.9,5.03362068965517,100,63.7169540229885,2,0.0349137931034483,20,7.86422413793103,-3.3,2,0
0,46.1678524406651,9.8792099244699,"03 20",18.3345479082321,8.9,3.02244623655914,12.6,4.44852150537634,100,74.989247311828,4.6,0.188440860215054,20.7,8.83736559139785,0.4,11,0
0,46.1678524406651,9.8792099244699,"04 20",13.574791086351,7.6,2.56625,11.6,3.62888888888889,100,75.4208333333333,4.6,0.125,23.3,13.6277777777778,1.8,7,0
0,46.1678524406651,9.8792099244699,"05 20",11.8476383265857,10.2,3.45416666666667,15.6,5.28279569892473,100,71.5981182795699,9.4,0.239381720430108,27.1,17.8020161290323,6.4,13,0
0,46.1678524406651,9.8792099244699,"06 20",12.6731468531469,9.4,2.95152777777778,14.7,4.45458333333333,100,77.7777777777778,7,0.292916666666667,29.7,20.0658333333333,13.5,13,0
0,46.1678524406651,9.8792099244699,"07 20",13.0594339622642,10.5,3.39811827956989,15.2,5.03346774193548,100,74.3508064516129,5.1,0.114650537634409,33.9,23.3587365591398,15.9,9,0
0,46.1678524406651,9.8792099244699,"08 20",14.9854993160055,9.2,2.95564516129032,13.8,4.36518817204301,100,75.6397849462366,6.7,0.231451612903226,35.4,23.4533602150538,13.6,12,0
0,46.1678524406651,9.8792099244699,"09 20",17.8267964071856,6.9,2.73069444444444,10.7,3.93069444444444,100,80.2083333333333,3.6,0.15125,29.6,19.4780555555556,4.2,9,0
0,46.1678524406651,9.8792099244699,"10 20",29.9625841184388,7,2.89153225806452,13.9,4.2385752688172,100,80.1599462365591,7.4,0.380645161290323,23.2,13.0557795698925,3.8,10,0
0,46.1678524406651,9.8792099244699,"11 20",58.8567454798331,5.9,2.46833333333333,12.1,3.39875,100,70.6513888888889,1.7,0.0190277777777778,22.5,12.1581944444444,1.4,2,0
0,46.1678524406651,9.8792099244699,"12 20",78.3383064516129,6.2,3.01639784946237,11.7,4.37849462365591,100,80.9569892473118,4.5,0.307795698924731,13,5.7255376344086,-1.5,10,0
0,46.1678524406651,9.8792099244699,"01 21",75.3470027247956,8.9,3.60537634408602,13,4.88225806451613,100,68.135752688172,4.8,0.151075268817204,11.4,2.1244623655914,-9.6,8,0
0,46.1678524406651,9.8792099244699,"02 21",47.8119878603945,8.2,2.95416666666667,15.1,4.05580357142857,99,69.2693452380952,2.8,0.0897321428571429,19.2,7.54717261904762,-7.4,3,0
0,46.1678524406651,9.8792099244699,"03 21",27.1177658142665,7.1,2.9255376344086,11.5,4.29502688172043,100,61.3763440860215,1.4,0.0239247311827957,23.7,8.63494623655914,-1.8,2,0
0,46.1678524406651,9.8792099244699,"04 21",19.758217270195,9.2,2.90375,13.7,4.35597222222222,100,69.2527777777778,3.9,0.139027777777778,23,10.01,-1.6,9,0
0,46.1678524406651,9.8792099244699,"05 21",15.8375504710633,10.7,3.29663978494624,16.6,5.02701612903226,100,71.6814516129032,5.2,0.259677419354839,24.2,14.8728494623656,6.6,13,0
0,46.1678524406651,9.8792099244699,"06 21",15.3005578800558,9.2,3.03541666666667,14.3,4.45083333333333,100,76.6444444444444,7,0.191527777777778,32.1,22.0969444444444,13.2,15,0
0,46.1678524406651,9.8792099244699,"07 21",14.3462787550744,9,3.08427419354839,12.9,4.62768817204301,100,78.1182795698925,7.2,0.287365591397849,30.5,22.5380376344086,13.3,16,0
0,46.1678524406651,9.8792099244699,"08 21",12.8834454912517,8.7,2.99180107526882,13.4,4.40241935483871,100,75.3413978494624,7.8,0.256989247311828,32.5,21.6360215053763,12.6,9,0
0,46.1678524406651,9.8792099244699,"09 21",17.1046647230321,5.8,2.61902777777778,9.5,3.72569444444444,100,83.8347222222222,5.9,0.180694444444444,26.4,19.2940277777778,11.2,10,0
0,46.1678524406651,9.8792099244699,"10 21",28.4994616419919,6.3,2.80927419354839,10.1,4.17029569892473,100,74.3158602150538,6.9,0.103494623655914,21.9,13.7552419354839,2.4,4,0
0,46.1678524406651,9.8792099244699,"11 21",58.9371512481645,7.3,2.87722222222222,10.7,4.0175,100,82.4638888888889,5.6,0.223888888888889,18.5,8.46916666666667,-3.9,10,0
0,46.1678524406651,9.8792099244699,"12 21",117.749239280775,7.5,3.17620967741935,11.1,4.30524193548387,100,70.0147849462366,3.2,0.0583333333333333,18,5.27620967741935,-4.9,1,0
0,46.1678524406651,9.8792099244699,"01 22",85.5009433962264,8.9,3.32486559139785,15.3,4.86841397849462,100,58.5362903225806,1.9,0.0213709677419355,19,5.86787634408602,-4.2,1,0
0,46.1678524406651,9.8792099244699,"02 22",50.2279104477612,10.1,3.57619047619048,17.7,5.26949404761905,100,59.5505952380952,3.2,0.0678571428571429,17.9,6.78973214285714,-3.5,5,0
0,46.1678524406651,9.8792099244699,"03 22",31.3555886736215,7.2,2.7380376344086,12.1,3.94771505376344,100,66.6653225806452,0.8,0.0271505376344086,20.3,8.65537634408602,-3.8,3,0
0,46.1678524406651,9.8792099244699,"04 22",20.3432545201669,12.7,3.52041666666667,19.1,5.27333333333333,100,69.4263888888889,6.8,0.140555555555556,24.7,12.2897222222222,1.8,8,1
0,46.1678524406651,9.8792099244699,"05 22",15.4440340909091,9.9,3.06760752688172,14.2,4.46370967741935,100,75.9233870967742,5.2,0.175,30.7,18.8518817204301,7.1,12,0
0,46.1678524406651,9.8792099244699,"06 22",13.5838150289017,9.7,3.63138888888889,15.4,5.44736111111111,100,70.9125,8.6,0.182777777777778,32.5,23.1676388888889,12.3,8,0
0,46.1678524406651,9.8792099244699,"07 22",15.2167138810198,10.7,3.69650537634409,17,5.56975806451613,100,61.880376344086,7.8,0.0903225806451613,34.6,25.6302419354839,16,6,0
0,46.1678524406651,9.8792099244699,"08 22",11.6252021563342,10.4,3.51115591397849,15.7,5.14784946236559,99,66.6572580645161,7.1,0.0716397849462366,34.3,24.1733870967742,14.7,6,0
0,46.1678524406651,9.8792099244699,"09 22",16.290264255911,8.5,3.07513888888889,14.6,4.66597222222222,100,72.8222222222222,6.6,0.161388888888889,29.7,17.9491666666667,7.1,9,0
0,46.1678524406651,9.8792099244699,"10 22",27.4753443526171,6.9,2.70698924731183,10.8,3.80483870967742,100,80.5766129032258,6.1,0.138709677419355,26.9,17.2038978494624,9.3,5,0
0,46.1678524406651,9.8792099244699,"11 22",54.3620833333333,6,2.83138888888889,9.6,4.03111111111111,100,74.2597222222222,4.7,0.144722222222222,20.4,10.16875,1.6,9,0
0,46.1678524406651,9.8792099244699,"12 22",88.0682432432432,6.5,3.07970430107527,9.7,4.28844086021505,100,80.9825268817204,3.9,0.124059139784946,14.5,5.65725806451613,-4.8,7,0
0,46.1678524406651,9.8792099244699,"01 23",67.4429850746269,8.7,3.02728494623656,14,4.32688172043011,100,71.4717741935484,3.1,0.0724462365591398,15.8,4.69543010752688,-5.2,3,0
0,46.1678524406651,9.8792099244699,"02 23",48.1743666169896,7.4,3.0046130952381,14.2,4.27113095238095,100,60.7410714285714,0.8,0.0165178571428571,19.2,7.65059523809524,-4.3,0,0
0,46.1678524406651,9.8792099244699,"03 23",24.1765814266487,8.1,3.00806451612903,13.5,4.40389784946237,100,73.994623655914,5.3,0.0950268817204301,19.7,9.68534946236559,0.9,5,0
0,46.1678524406651,9.8792099244699,"04 23",14.6779166666667,7.9,3.10527777777778,11.8,4.60333333333333,100,68.4083333333333,4.2,0.135555555555556,23.3,11.15875,2,7,0
0,46.1678524406651,9.8792099244699,"05 23",12.4655450874832,7.7,2.59395161290323,11.9,3.83010752688172,100,82.375,3.7,0.261155913978495,26.3,16.0009408602151,7.6,17,0
0,46.1678524406651,9.8792099244699,"06 23",12.2705146036161,10.2,3.10513888888889,15.7,4.50513888888889,100,74.4888888888889,4.9,0.165972222222222,32.9,21.7123611111111,11,14,0
0,46.1678524406651,9.8792099244699,"07 23",12.0847708894879,9.5,3.73400537634409,14.7,5.54327956989247,100,71.6155913978495,9.7,0.177284946236559,34.6,24.029435483871,10.3,8,0
0,46.1678524406651,9.8792099244699,"08 23",11.1590243902439,10,3.52688172043011,15.7,5.275,100,72.3991935483871,7.6,0.230779569892473,36.3,23.7649193548387,11,9,0
0,46.1678524406651,9.8792099244699,"09 23",14.2303543913713,9.3,3.21625,14,4.76722222222222,100,79.6097222222222,9.9,0.206805555555556,31.8,21.4691666666667,10.9,8,0
0,46.1678524406651,9.8792099244699,"10 23",21.8082210242588,7.2,3.14489247311828,16.9,4.55981182795699,100,77.0349462365591,9.3,0.387903225806452,29.6,17.1998655913978,4.8,8,0
1,45.8422072610225,9.35165816612796,"01 16",86.494204851752,20.6,5.76491935483871,37.5,9.83897849462366,100,78.255376344086,1.3,0.0384408602150538,12.4,2.68051075268817,-5.4,4,5
1,45.8422072610225,9.35165816612796,"02 16",63.9551724137931,24.8,7.40718390804598,42,13.0942528735632,100,80.117816091954,3.8,0.272988505747126,16.7,5.6051724137931,-2.3,11,14
1,45.8422072610225,9.35165816612796,"03 16",33.3962314939435,23.3,6.96774193548387,38.9,11.5630376344086,100,75.1854838709677,4.6,0.100268817204301,16,7.60913978494624,-2.6,4,12
1,45.8422072610225,9.35165816612796,"04 16",19.7632681564246,24.1,7.58958333333333,38.5,12.7309722222222,97,72.6666666666667,3.9,0.117777777777778,20.4,12.7983333333333,1.5,7,16
1,45.8422072610225,9.35165816612796,"05 16",28.4601470588235,29.4,6.97365591397849,48.1,11.4068548387097,99,73.1720430107527,4.1,0.238575268817204,24.6,15.0995967741935,4.6,11,17
1,45.8422072610225,9.35165816612796,"06 16",10.9496274217586,20.9,5.34888888888889,31.9,8.69583333333333,99,78.9583333333333,6.7,0.247638888888889,30.1,19.3530555555556,9.6,14,4
1,45.8422072610225,9.35165816612796,"07 16",8.33212365591398,24.3,6.41518817204301,41.8,10.7245967741935,95,72.6532258064516,8.4,0.126075268817204,30.7,22.8548387096774,12.7,8,8
1,45.8422072610225,9.35165816612796,"08 16",7.55841184387618,27.6,6.38293010752688,40.1,10.7416666666667,99,73.6693548387097,10.2,0.169489247311828,29,21.7786290322581,12.4,7,8
1,45.8422072610225,9.35165816612796,"09 16",14.9993055555556,33.5,5.97166666666667,52.5,9.98027777777778,99,74.1222222222222,3.6,0.0859722222222222,28.5,19.7006944444444,10.6,5,8
1,45.8422072610225,9.35165816612796,"10 16",32.1065255731922,23.3,6.1252688172043,37.4,10.1193548387097,100,82.3440860215054,6,0.166666666666667,20.7,12.065188172043,1.5,11,8
1,45.8422072610225,9.35165816612796,"11 16",65.1958333333333,25.5,6.72652777777778,41.1,11.6881944444444,100,84.3944444444444,2.7,0.240833333333333,15.3,7.41375,-3.5,8,8
1,45.8422072610225,9.35165816612796,"12 16",120.394078061911,14.7,5.6005376344086,33.6,9.4760752688172,98,79.9744623655914,0.7,0.0162634408602151,14.1,3.47244623655914,-3,1,4
1,45.8422072610225,9.35165816612796,"01 17",79.1193808882907,15.3,4.74811827956989,27,7.29220430107527,100,64.7661290322581,0.7,0.0122311827956989,12,3.07405913978495,-3.2,1,3
1,45.8422072610225,9.35165816612796,"02 17",88.8727272727273,11.2,3.90282738095238,24.9,5.69419642857143,100,82.1473214285714,4.3,0.172470238095238,15.1,6.88392857142857,1.1,7,0
1,45.8422072610225,9.35165816612796,"03 17",38.5701612903226,19.9,5.22271505376344,34.1,7.84381720430108,100,71.4327956989247,4.4,0.119086021505376,21.4,11.1028225806452,2.5,8,4
1,45.8422072610225,9.35165816612796,"04 17",19.7727777777778,21.6,5.78333333333333,34.6,9.13305555555556,97,64.6611111111111,4.9,0.167777777777778,23.8,13.0891666666667,3.2,5,9
1,45.8422072610225,9.35165816612796,"05 17",13.1272849462366,11.2,4.68736559139785,24.6,7.0885752688172,100,71.4905913978495,5.4,0.186559139784946,28.1,17.1338709677419,5.3,8,0
1,45.8422072610225,9.35165816612796,"06 17",15.5824929971989,14,4.48416666666667,30.6,6.87041666666667,98,72.4319444444444,13.4,0.400138888888889,31,22.2509722222222,12.6,10,1
1,45.8422072610225,9.35165816612796,"07 17",10.8260458839406,12.3,4.52190860215054,27.4,7.06935483870968,98,68.3145161290323,8,0.164381720430108,30.8,23.5224462365591,14.8,8,1
1,45.8422072610225,9.35165816612796,"08 17",9.54092140921409,14.2,4.55376344086022,24.3,6.79650537634409,96,68.9758064516129,12.9,0.175806451612903,31.8,24.3793010752688,15.5,7,3
1,45.8422072610225,9.35165816612796,"09 17",15.5417391304348,12.3,4.07583333333333,27.4,6.49652777777778,100,72.5305555555556,13.7,0.291944444444444,24.2,17.6259722222222,9.3,10,1
1,45.8422072610225,9.35165816612796,"10 17",34.8850605652759,17.7,4.72432795698925,28.8,7.15631720430108,100,72.1008064516129,1.5,0.0133064516129032,23.3,15.6399193548387,7.9,1,5
1,45.8422072610225,9.35165816612796,"11 17",65.8697222222222,18.9,4.66708333333333,36.2,7.25194444444444,100,75.5472222222222,5.4,0.15,15.9,9.06833333333333,0.9,7,5
1,45.8422072610225,9.35165816612796,"12 17",86.9233870967742,15.3,4.67728494623656,31,7.59260752688172,100,70.5403225806452,6.2,0.173655913978495,12.8,4.94206989247312,-0.8,6,3
1,45.8422072610225,9.35165816612796,"01 18",76.3556497175141,15.7,3.9622311827957,28.6,5.77110215053763,100,79.494623655914,4.8,0.141935483870968,14.6,6.95201612903226,1.1,9,2
1,45.8422072610225,9.35165816612796,"02 18",59.1949404761905,11.2,3.78035714285714,19.9,5.57083333333333,100,75.3779761904762,0.8,0.0709821428571429,10.3,3.84122023809524,-5,4,0
1,45.8422072610225,9.35165816612796,"03 18",44.7759206798867,15.1,4.15147849462366,26.9,6.36720430107527,100,78.9408602150538,3.8,0.25752688172043,14.9,7.01182795698925,-2.6,12,1
1,45.8422072610225,9.35165816612796,"04 18",18.3519938650307,12.2,4.72083333333333,21.6,7.18972222222222,100,74.5388888888889,7.2,0.277222222222222,25.5,14.2668055555556,3.5,9,1
1,45.8422072610225,9.35165816612796,"05 18",13.6087483176312,11.6,4.16626344086021,19.5,6.25994623655914,100,79.4462365591398,7.5,0.274193548387097,25.5,17.0647849462366,9.4,21,0
1,45.8422072610225,9.35165816612796,"06 18",11.2505555555556,12.4,4.07555555555556,24.3,5.85472222222222,98,72.2208333333333,3.6,0.112083333333333,30.2,21.4643055555556,14.7,10,1
1,45.8422072610225,9.35165816612796,"07 18",11.0750673854447,11.5,4.12647849462366,18.7,5.99771505376344,99,71.7634408602151,21.1,0.20497311827957,32,24.0791666666667,16.6,10,0
1,45.8422072610225,9.35165816612796,"08 18",7.30483870967742,12.7,3.97822580645161,25.3,5.99112903225806,98,68.114247311828,7.6,0.166666666666667,31.4,24.5899193548387,15.5,12,1
1,45.8422072610225,9.35165816612796,"09 18",13.6935933147632,21.7,4.00277777777778,34.6,5.71402777777778,100,74.8736111111111,4,0.0902777777777778,27.7,20.7647222222222,11.7,4,1
1,45.8422072610225,9.35165816612796,"10 18",28.291935483871,25.7,4.58333333333333,45.1,7.2247311827957,100,77.9045698924731,9.4,0.352956989247312,26,16.1206989247312,8.5,9,6
1,45.8422072610225,9.35165816612796,"11 18",50.8558333333333,15.5,3.62458333333333,24.8,5.82041666666667,100,84.6638888888889,6.9,0.324166666666667,18.6,10.5854166666667,2.8,15,2
1,45.8422072610225,9.35165816612796,"12 18",96.757354925776,19.4,4.63844086021505,34.6,7.07123655913978,100,72.4354838709677,1.3,0.0245967741935484,16,6.61129032258065,-0.1,1,4
1,45.8422072610225,9.35165816612796,"01 19",75.7414304993252,15.1,5.71774193548387,31.9,10.0663978494624,99,62.3266129032258,0.9,0.0247311827956989,12.8,4.66854838709677,-1.1,2,7
1,45.8422072610225,9.35165816612796,"02 19",70.2460506706408,17.7,5.1171130952381,33.9,7.08869047619048,100,65.2559523809524,3.3,0.0796130952380952,18.7,7.27604166666667,0.1,3,4
1,45.8422072610225,9.35165816612796,"03 19",33.1951856946355,25.6,5.67284946236559,45,8.63306451612903,100,58.9596774193548,3.1,0.056989247311828,21.4,10.2622311827957,-0.1,4,6
1,45.8422072610225,9.35165816612796,"04 19",16.5693055555556,16.4,5.01458333333333,31.9,7.91611111111111,100,72.3236111111111,4.9,0.3525,20.7,12.0733333333333,4,13,3
1,45.8422072610225,9.35165816612796,"05 19",13.4271505376344,18.9,4.95161290322581,33.5,7.87110215053763,100,73.3548387096774,3.6,0.178763440860215,22.5,14.0336021505376,4.3,15,3
1,45.8422072610225,9.35165816612796,"06 19",7.89057142857143,11.7,4.44,21.5,6.30222222222222,100,73.6388888888889,8.7,0.292916666666667,34.5,22.3579166666667,12.7,11,0
1,45.8422072610225,9.35165816612796,"07 19",10.5949932341001,12.9,4.28951612903226,22.5,6.2630376344086,95,69.7123655913979,12.1,0.174327956989247,32,24.5684139784946,16.1,8,1
1,45.8422072610225,9.35165816612796,"08 19",7.27658142664872,11.3,4.09905913978495,22.4,6.54798387096774,96,73.8091397849462,12.8,0.338440860215054,29.5,23.7630376344086,16.8,13,0
1,45.8422072610225,9.35165816612796,"09 19",13.6266666666667,13.3,3.93541666666667,25.9,5.68555555555556,100,74.5208333333333,10.6,0.159027777777778,27.4,19.7655555555556,11.6,9,2
1,45.8422072610225,9.35165816612796,"10 19",23.5157524613221,20.1,3.97231182795699,37.5,6.18212365591398,100,81.2634408602151,8.2,0.334543010752688,22.3,16.0959677419355,10.8,12,2
1,45.8422072610225,9.35165816612796,"11 19",32.8915277777778,13,4.485,27.3,7.94930555555556,100,81.7944444444445,5.1,0.518472222222222,17,9.82597222222222,4.5,19,2
1,45.8422072610225,9.35165816612796,"12 19",55.4939516129032,14.8,4.57647849462366,26.1,7.14018817204301,100,77.2943548387097,5.7,0.192338709677419,14.4,7.4369623655914,0.6,10,4
1,45.8422072610225,9.35165816612796,"01 20",85.9905913978495,16.1,4.41209677419355,24.5,6.12540322580645,100,66.7379032258064,0.9,0.0141129032258065,13.6,7.01935483870968,-0.4,1,3
1,45.8422072610225,9.35165816612796,"02 20",48.5762247838617,25.6,5.43419540229885,45.1,8.16293103448276,100,65.5086206896552,0.6,0.0183908045977011,20.2,8.40833333333333,0.5,1,4
